Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
turmoil	2753	3.00	2	5.29	2.76	4.00	2.54
turtle	2754	6.80	1.61	4.47	1.92	5.07	1.91
tusk	2755	5.73	1.75	5.36	1.5	5.14	1.75
twelve	2756	5.69	1.4	4.31	2.02	5.56	1.46
twilight	1022	6.83	1.79	4.94	2.36	5.56	1.72
twins	2757	6.50	1.29	5.62	2.18	5.85	1.68
tyrant	2758	3.69	1.8	5.46	1.85	3.38	2.5
ugly	460	2.50	1.24	5.00	2.05	4.36	1.69
ulcer	461	1.92	1.38	6.33	2.93	4.33	2.71
umbrella	578	5.20	1.5	3.04	2.13	5.64	1.75
uncertain	2759	3.75	1.48	4.62	2.58	3.50	2.07
uncomfortable	2760	3.38	1.96	5.75	2.38	3.88	1.78
understand	2761	6.50	2.21	4.43	1.83	6.43	2.34
uneasy	2762	3.64	2.17	5.93	1.94	3.36	1.39
unfaithful	462	2.40	1.72	5.47	2.26	3.33	2.23
unhappy	463	1.93	1.14	4.07	2.55	2.80	1.47
unify	2763	6.43	2.17	4.69	2.56	5.69	2.32
union	2764	6.19	1.91	4.62	1.41	5.88	1.71
unit	1023	5.70	2.2	4.40	2.72	5.65	2.21
unite	2765	6.25	1.61	5.56	1.93	6.19	1.56
unity	2766	7.29	1.59	4.86	2.57	6.36	1.45
unsafe	2767	3.36	1.86	6.79	2.08	4.38	2.9
unsure	2768	3.53	1.55	6.07	1.79	3.87	2.36
untroubled	464	7.55	1.57	3.42	2.78	5.18	2.48
upset	465	2.00	1.22	5.38	2.87	4.31	2.24
urinate	2769	5.69	1.74	3.75	2.41	5.62	2.28
urine	617	2.84	1.68	4.16	2.41	5.08	1.8
usage	2770	5.00	1.51	5.00	2	5.19	1.56
useful	466	6.76	1.89	4.35	2.32	5.82	2.21
useless	467	2.73	1.62	5.18	2.82	5.09	2.07
utensil	1024	4.91	1.69	3.73	2.05	5.82	1.79
vacation	468	7.73	1.58	4.73	3.08	6.40	1.92
vagina	1025	7.27	1.7	7.00	2.18	6.27	1.86
valentine	469	7.80	1.4	5.90	2.96	4.90	2.42
valley	2771	5.80	1.47	3.00	1.73	4.73	2.46
vampire	470	4.76	1.64	6.24	2.49	5.24	1.44
van	2772	4.87	1.51	4.27	2.22	4.73	1.67
vandal	471	3.20	1.91	5.95	2.24	4.75	2.34
vanish	2773	4.60	2.16	5.20	2.08	3.73	1.53
vanity	472	4.33	2.27	4.92	2.39	4.50	2.07
vase	2774	4.87	0.64	4.27	1.71	5.40	1.06
vegetable	2775	4.53	1.77	3.13	1.73	5.00	2.14
vehicle	473	6.42	1.89	4.95	2.44	6.05	2.3
venom	474	3.71	2.08	5.50	2.37	4.38	2.13
vessel	2776	6.25	1.65	4.81	1.91	5.88	1.67
vest	1026	4.94	1.16	4.33	1.88	5.11	1.75
vibrator	2777	6.79	1.81	6.54	1.81	6.00	2.08
vice	2778	4.60	2.16	4.93	2.28	5.93	2.22
victim	618	2.44	1.61	6.00	2.45	3.48	2.47
victory	475	7.87	1.41	6.20	2.62	7.00	2.31
video	2779	7.00	1.37	5.00	2.42	5.62	1.59
vigor	2780	5.87	1.92	5.67	2.13	5.93	1.58
vigorous	476	6.92	1.44	4.75	2.67	5.17	2.08
village	477	5.88	1.22	4.31	2.21	5.25	2.29
vine	2781	5.93	1.71	5.14	2.07	4.47	1.85
violent	478	3.53	2.17	6.33	2.74	5.33	3.2
violin	579	4.88	2.09	3.56	2.18	4.80	2
violinist	2782	6.36	1.65	4.64	1.82	5.64	1.98
virgin	1027	6.29	1.87	6.33	2.18	5.81	2.6
virtue	479	6.15	1.69	5.20	2.33	5.85	2.39
virus	2783	2.14	1.03	5.36	2.56	2.64	1.5
vision	480	6.87	1.6	4.47	2.36	6.00	1.46
vista	2784	5.12	1.89	4.75	1.34	4.44	1.15
vodka	2785	5.33	2.26	6.21	2.19	4.86	1.83
volcano	619	5.12	2.24	6.44	2.38	3.40	2.16
vomit	481	2.30	1.89	6.10	2.85	4.00	2.67
vote	2786	6.62	1.71	5.00	2.42	7.06	2.21
vow	2787	5.20	2.01	4.73	1.98	5.43	2.17
vows	2788	6.50	2	6.31	1.58	5.50	2
voyage	1028	6.39	1.58	5.72	2.42	5.89	2.08
wagon	1029	5.32	0.89	4.05	2.35	5.22	1.73
wail	2789	4.00	1.73	4.93	1.71	4.93	1.58
wall	2790	4.73	1.44	4.86	1.46	4.47	2.26
wander	2791	5.43	1.55	5.14	1.61	5.07	2.23
wane	2792	4.43	2.03	3.71	1.64	4.21	1.81
want	2793	5.12	2.06	5.75	2.35	4.44	1.93
war	482	3.31	2.78	7.86	1.56	6.46	2.37
warden	2794	3.57	1.87	3.64	2.06	2.86	2.07
warehouse	2795	5.47	1.6	4.40	1.4	4.43	1.09
warm	2796	6.31	1.2	4.94	2.05	5.44	1.41
warmth	483	7.10	1.59	4.15	2.52	5.35	1.27
warn	2797	3.94	1.48	5.12	2.09	4.75	2.05
wart	2798	2.19	1.42	3.88	2.55	3.69	1.78
wasp	484	3.40	1.68	5.40	2.13	3.87	2.13
waste	485	3.47	2.18	4.71	2.8	5.12	2.12
watch	580	6.04	1.51	4.08	2.53	5.40	1.35
water	486	6.93	1.75	5.13	2.75	5.00	2.2
waterfall	487	7.47	1.13	6.80	2.08	5.00	2.51
watermelon	2799	5.88	1.54	4.62	1.54	5.69	1.3
waterskiing	2800	7.13	2.33	6.43	2.34	6.21	2.22
wealth	2801	7.81	1.33	6.62	1.45	6.50	2.25
wealthy	488	7.58	1.38	5.17	3.04	7.00	2.45
weapon	489	4.69	1.74	6.00	1.62	5.94	2.11
weary	490	4.18	2.19	3.82	2.16	4.18	1.67
web	2802	5.31	1.54	4.50	2.42	5.12	1.45
wed	2803	6.00	1.97	5.62	2.36	5.31	2.3
wedding	491	7.07	1.98	6.07	2.6	6.33	2.09
week	2804	5.07	0.88	4.40	1.5	4.87	1.77
weep	2805	2.00	1.32	5.00	1.75	2.94	1.53
weight	2806	4.79	1.58	4.93	2.27	6.00	2.22
weightlifter	2807	6.13	1.6	5.33	2.29	6.13	1.88
welfare	2808	3.73	1.75	5.00	2.14	2.80	1.57
wet	2809	6.19	1.72	6.38	1.86	5.75	1.95
wheat	2810	5.67	1.29	4.20	1.61	5.60	1.3
wheel	2811	5.87	0.92	5.27	1.49	5.93	1.53
whistle	1030	5.75	1.21	4.70	1.56	5.15	1.84
white	542	6.40	1.5	3.96	1.97	6.00	1.53
whore	492	3.92	2.68	6.58	2.71	5.83	2.17
wicked	493	2.93	1.98	5.53	2.45	4.00	2.04
wife	1031	6.05	2.06	5.65	1.93	5.65	1.79
wild	2812	6.07	1.28	6.00	2.1	5.20	2.11
willing	2813	6.27	1.28	5.00	1.89	5.93	1.33
win	494	8.35	0.86	8.38	0.89	7.12	2.66
wince	2814	3.80	1.32	5.47	1.55	4.93	1.71
windmill	1032	5.14	1.88	4.00	2.37	5.24	1.3
window	495	6.00	1.6	4.18	2.04	4.82	1.4
windshield	2815	4.53	1.13	3.87	2.23	4.73	1.53
windsurfers	2816	6.13	1.68	6.47	1.06	5.27	2.28
wine	496	5.60	1.88	4.85	2.23	5.00	1.84
wings	2817	6.33	1.29	5.13	2.36	5.27	1.79
wink	1033	6.67	1.46	4.79	2.44	5.89	1.37
winner	2818	8.23	1.24	6.77	2.55	7.54	2.07
winter	2819	6.29	2.89	5.77	2.74	5.08	1.85
wires	2820	4.81	1.87	5.56	1.41	4.81	2.07
wisdom	2821	7.00	1.71	4.00	1.86	6.44	1.46
wise	497	7.00	1.26	4.17	2.25	5.64	2.2
wish	1034	6.78	1.59	5.22	2.29	5.50	1.89
wishful	2822	7.33	1.63	5.33	2.79	5.60	2.03
wit	1035	7.32	1.29	5.95	2.09	6.00	1.94
wolf	2823	5.47	2.1	6.33	1.23	3.60	1.45
woman	498	6.95	1.54	6.37	2.29	6.11	1.33
wonder	499	5.67	1.5	5.27	2	5.82	2.04
wood	2824	6.13	1.85	5.20	1.15	5.47	1.13
wool	2825	5.31	0.7	3.88	1.5	5.31	1.3
work	2826	3.79	1.89	4.79	2.39	4.00	2.32
worker	2827	5.33	1.84	4.93	2.37	5.60	2.2
world	500	6.13	1.68	4.93	2.46	5.38	2.63
worry	2828	2.60	1.55	6.00	2.27	3.73	2.55
worth	2829	5.93	1.39	4.80	2.48	5.07	1.71
wounds	620	2.96	1.74	5.80	2.04	4.00	1.5
wrath	2830	4.93	2.23	5.21	2.26	5.36	2.5
wreath	2831	5.81	1.33	4.31	2.06	5.44	1.15
wring	2832	4.94	1.18	4.81	1.52	5.12	1.5
writer	1036	4.95	1.57	3.45	1.76	4.55	1.88
wrong	2833	3.00	2.08	4.29	1.77	3.79	1.93
yacht	1037	7.33	1.68	5.86	2.59	6.29	2.1
year	2834	5.33	1.05	4.53	1.55	5.27	1.1
yellow	545	5.64	1.89	4.08	2.1	5.56	1.29
yelp	2835	3.67	1.59	5.53	1.68	4.60	1.99
yolk	2836	6.07	1.28	4.43	1.65	5.71	0.99
young	1038	6.74	1.56	5.79	2.39	5.63	2.29
youth	1039	6.84	1.61	5.47	2.32	5.84	2.12
zeal	2837	5.79	1.25	4.64	1.22	5.29	1.59
zealous	2838	5.33	1.76	4.53	2.83	5.80	1.82
zest	1040	6.50	1.34	6.00	1.88	6.17	1.42
zipper	2839	5.50	1.16	5.21	1.85	5.79	1.85
zoom	2840	6.94	1.61	6.19	2.43	6.38	2.06
